GeneID:388611	CD164 molecule like 2
GeneID:388633	low density lipoprotein receptor class A domain containing 1
GeneID:2330	flavin containing dimethylaniline monoxygenase 5
GeneID:27	ABL proto-oncogene 2, non-receptor tyrosine kinase
GeneID:1307	collagen type XVI alpha 1 chain
GeneID:84251	SH3GL interacting endocytic adaptor 1
GeneID:57115	peptidoglycan recognition protein 4
GeneID:89884	LIM homeobox 4
GeneID:28956	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
GeneID:50717	DDB1 and CUL4 associated factor 8
GeneID:56605	endoplasmic reticulum oxidoreductase 1 beta
GeneID:83998	regenerating family member 4
GeneID:89886	SLAM family member 9
GeneID:54558	spermatogenesis associated 6
GeneID:127262	tumor protein p63 regulated 1 like
GeneID:8991	selenium binding protein 1
GeneID:343071	PRAME family member 10
GeneID:2848	G protein-coupled receptor 25
GeneID:3104	zinc finger and BTB domain containing 48
GeneID:339488	transcription factor AP-2 epsilon
GeneID:51744	CD244 molecule
GeneID:23585	transmembrane protein 50A
GeneID:1314	coatomer protein complex subunit alpha
GeneID:64802	nicotinamide nucleotide adenylyltransferase 1
GeneID:1573	cytochrome P450 family 2 subfamily J member 2
GeneID:25893	tripartite motif containing 58
GeneID:1063	centromere protein F
GeneID:22823	metal response element binding transcription factor 2
GeneID:79656	BEN domain containing 5
GeneID:25896	integrator complex subunit 7
GeneID:5929	RB binding protein 5, histone lysine methyltransferase complex subunit
GeneID:8490	regulator of G protein signaling 5
GeneID:1579	cytochrome P450 family 4 subfamily A member 11
GeneID:148523	circadian associated repressor of transcription
GeneID:26155	NOC2 like nucleolar associated transcriptional repressor
GeneID:113451	antizyme inhibitor 2
GeneID:55083	kinesin family member 26B
GeneID:284716	ribosomal modification protein rimK like family member A
GeneID:113452	transmembrane protein 54
GeneID:23341	DnaJ heat shock protein family (Hsp40) member C16
GeneID:55599	RNA binding region (RNP1, RRM) containing 3
GeneID:6704	small proline rich protein 2E
GeneID:80176	splA/ryanodine receptor domain and SOCS box containing 1
GeneID:149041	ring finger and CCCH-type domains 1
GeneID:51249	transmembrane protein 69
GeneID:6706	small proline rich protein 2G
GeneID:51506	ubiquitin-fold modifier conjugating enzyme 1
GeneID:54834	ganglioside induced differentiation associated protein 2
GeneID:56882	CDC42 small effector 1
GeneID:6195	ribosomal protein S6 kinase A1
GeneID:4660	protein phosphatase 1 regulatory subunit 12B
GeneID:6708	spectrin alpha, erythrocytic 1
GeneID:5686	proteasome 20S subunit alpha 5
GeneID:28982	feline leukemia virus subgroup C cellular receptor 1
GeneID:50486	G0/G1 switch 2
GeneID:388662	solute carrier family 6 member 17
GeneID:4919	receptor tyrosine kinase like orphan receptor 1
GeneID:8503	phosphoinositide-3-kinase regulatory subunit 3
GeneID:9015	TATA-box binding protein associated factor, RNA polymerase I subunit A
GeneID:2104	estrogen related receptor gamma
GeneID:4921	discoidin domain receptor tyrosine kinase 2
GeneID:58	actin alpha 1, skeletal muscle
GeneID:3898	ladinin 1
GeneID:51514	denticleless E3 ubiquitin protein ligase homolog
GeneID:7483	Wnt family member 9A
GeneID:149563	steroid receptor associated and regulated protein
GeneID:128061	chromosome 1 open reading frame 131
GeneID:127294	myomesin 3
GeneID:79679	V-set domain containing T cell activation inhibitor 1
GeneID:55616	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
GeneID:79169	chromosome 1 open reading frame 35
GeneID:728642	cyclin dependent kinase 11A
GeneID:64834	ELOVL fatty acid elongase 1
GeneID:4931	nuclear VCP like
GeneID:325	amyloid P component, serum
GeneID:2629	glucosylceramidase beta
GeneID:3142	H2.0 like homeobox
GeneID:4678	nuclear autoantigenic sperm protein
GeneID:284486	thioesterase superfamily member 5
GeneID:54855	terminal nucleotidyltransferase 5C
GeneID:126792	beta-1,3-galactosyltransferase 6
GeneID:55113	XK related 8
GeneID:51018	ribosomal RNA processing 15 homolog
GeneID:3915	laminin subunit gamma 1
GeneID:5451	POU class 2 homeobox 1
GeneID:115019	solute carrier family 26 member 9
GeneID:55116	transmembrane protein 39B
GeneID:5453	POU class 3 homeobox 1
GeneID:11085	ADAM metallopeptidase domain 30
GeneID:79693	yrdC N6-threonylcarbamoyltransferase domain containing
GeneID:55629	proline rich nuclear receptor coactivator 2
GeneID:57165	gap junction protein gamma 2
GeneID:1870	E2F transcription factor 2
GeneID:3151	high mobility group nucleosomal binding domain 2
GeneID:55119	pre-mRNA processing factor 38B
GeneID:3664	interferon regulatory factor 6
GeneID:148304	chromosome 1 open reading frame 74
GeneID:25936	NSL1 component of MIS12 kinetochore complex
GeneID:390992	hes family bHLH transcription factor 3
GeneID:92241	RCSD domain containing 1
GeneID:5202	prefoldin subunit 2
GeneID:2899	glutamate ionotropic receptor kainate type subunit 3
GeneID:10067	secretory carrier membrane protein 3
GeneID:5972	renin
GeneID:3925	stathmin 1
GeneID:57685	cache domain containing 1
GeneID:127829	ADP ribosylation factor like GTPase 8A
GeneID:64853	axin interactor, dorsalization associated
GeneID:3158	3-hydroxy-3-methylglutaryl-CoA synthase 2
GeneID:4438	mutS homolog 4
GeneID:81494	complement factor H related 5
GeneID:23126	pogo transposable element derived with ZNF domain
GeneID:23127	collagen beta(1-O)galactosyltransferase 2
GeneID:9816	URB2 ribosome biogenesis homolog
GeneID:3930	lamin B receptor
GeneID:6746	signal sequence receptor subunit 2
GeneID:64858	DNA cross-link repair 1B
GeneID:1116	chitinase 3 like 1
GeneID:2140	EYA transcriptional coactivator and phosphatase 3
GeneID:10076	protein tyrosine phosphatase receptor type U
GeneID:607	BCL9 transcription coactivator
GeneID:400735	PRAME family member 4
GeneID:8543	LIM domain only 4
GeneID:84320	acyl-CoA binding domain containing 6
GeneID:6497	SKI proto-oncogene
GeneID:65121	PRAME family member 1
GeneID:1893	extracellular matrix protein 1
GeneID:79717	phosphopantothenoylcysteine synthetase
GeneID:27237	Rho guanine nucleotide exchange factor 16
GeneID:1382	cellular retinoic acid binding protein 2
GeneID:23400	ATPase cation transporting 13A2
GeneID:163688	calmodulin like 6
GeneID:5737	prostaglandin F receptor
GeneID:22889	KH domain containing 4, pre-mRNA splicing factor
GeneID:58985	interleukin 22 receptor subunit alpha 1
GeneID:1130	lysosomal trafficking regulator
GeneID:5226	phosphogluconate dehydrogenase
GeneID:5738	prostaglandin F2 receptor inhibitor
GeneID:5996	regulator of G protein signaling 1
GeneID:8556	cell division cycle 14A
GeneID:9068	angiopoietin like 1
GeneID:10092	actin related protein 2/3 complex subunit 5
GeneID:5997	regulator of G protein signaling 2
GeneID:284525	solute carrier family 9 member C2 (putative)
GeneID:27246	ring finger protein 115
GeneID:1647	growth arrest and DNA damage inducible alpha
GeneID:5743	prostaglandin-endoperoxide synthase 2
GeneID:8560	delta 4-desaturase, sphingolipid 1
GeneID:55920	regulator of chromosome condensation 2
GeneID:4209	myocyte enhancer factor 2D
GeneID:399474	transmembrane protein 200B
GeneID:114034	target of EGR1, exonuclease
GeneID:11123	RCAN family member 3
GeneID:353139	late cornified envelope 2A
GeneID:57459	GATA zinc finger domain containing 2B
GeneID:6004	regulator of G protein signaling 16
GeneID:27252	kelch like family member 20
GeneID:115572	terminal nucleotidyltransferase 5B
GeneID:51060	thioredoxin domain containing 12
GeneID:54900	lymphocyte transmembrane adaptor 1
GeneID:9077	DIRAS family GTPase 3
GeneID:353141	late cornified envelope 2D
GeneID:25973	prolyl-tRNA synthetase 2, mitochondrial
GeneID:11126	CD160 molecule
GeneID:163702	interferon lambda receptor 1
GeneID:375	ADP ribosylation factor 1
GeneID:10103	tetraspanin 1
GeneID:57463	adhesion molecule with Ig like domain 1
GeneID:55160	Rho guanine nucleotide exchange factor 10 like
GeneID:4985	opioid receptor delta 1
GeneID:85369	striatin interacting protein 1
GeneID:353145	late cornified envelope 3E
GeneID:64121	Ras related GTP binding C
GeneID:64123	adhesion G protein-coupled receptor L4
GeneID:7293	TNF receptor superfamily member 4
GeneID:8317	cell division cycle 7
GeneID:9341	vesicle associated membrane protein 3
GeneID:284541	cytochrome P450 family 4 subfamily A member 22
GeneID:56957	OTU deubiquitinase 7B
GeneID:2944	glutathione S-transferase mu 1
GeneID:6273	S100 calcium binding protein A2
GeneID:2946	glutathione S-transferase mu 2
GeneID:6018	rearranged L-myc fusion
GeneID:80003	pecanex 2
GeneID:3716	Janus kinase 1
GeneID:64388	gremlin 2, DAN family BMP antagonist
GeneID:2949	glutathione S-transferase mu 5
GeneID:6277	S100 calcium binding protein A6
GeneID:4998	origin recognition complex subunit 1
GeneID:6278	S100 calcium binding protein A7
GeneID:80263	tripartite motif containing 45
GeneID:84871	ATP/GTP binding protein like 4
GeneID:6280	S100 calcium binding protein A9
GeneID:22920	kinesin associated protein 3
GeneID:440712	regulator of hemoglobinization and erythroid cell expansion
GeneID:51592	tripartite motif containing 33
GeneID:8073	protein tyrosine phosphatase 4A2
GeneID:79753	Smad nuclear interacting protein 1
GeneID:83593	Ras association domain family member 5
GeneID:7818	death associated protein 3
GeneID:148362	BRO1 domain and CAAX motif containing
GeneID:80267	ER degradation enhancing alpha-mannosidase like protein 3
GeneID:140	adenosine A3 receptor
GeneID:23436	chymotrypsin like elastase 3B
GeneID:26508	hes related family bHLH transcription factor with YRPW motif like
GeneID:3725	Jun proto-oncogene, AP-1 transcription factor subunit
GeneID:4237	microfibril associated protein 2
GeneID:10637	left-right determination factor 1
GeneID:142	poly(ADP-ribose) polymerase 1
GeneID:2702	gap junction protein alpha 5
GeneID:22926	activating transcription factor 6
GeneID:26254	opticin
GeneID:55182	ring finger protein 220
GeneID:4751	NIMA related kinase 2
GeneID:149647	family with sequence similarity 71 member A
GeneID:913	CD1e molecule
GeneID:200081	taxilin alpha
GeneID:7827	NPHS2 stomatin family member, podocin
GeneID:10899	jumping translocation breakpoint
GeneID:55187	vacuolar protein sorting 13 homolog D
GeneID:55699	isoleucyl-tRNA synthetase 2, mitochondrial
GeneID:338324	S100 calcium binding protein A7A
GeneID:405	aryl hydrocarbon receptor nuclear translocator
GeneID:1429	crystallin zeta
GeneID:2709	gap junction protein beta 5
GeneID:5525	protein phosphatase 2 regulatory subunit B'alpha
GeneID:51093	ribosomal RNA adenine dimethylase domain containing 1
GeneID:117143	transcriptional adaptor 1
GeneID:5016	oviductal glycoprotein 1
GeneID:115352	Fc receptor like 3
GeneID:54680	zinc finger HIT-type containing 6
GeneID:3737	potassium voltage-gated channel subfamily A member 2
GeneID:6041	ribonuclease L
GeneID:257177	cilia and flagella associated protein 126
GeneID:128153	spermatogenesis associated 17
GeneID:79258	membrane metalloendopeptidase like 1
GeneID:1179	chloride channel accessory 1
GeneID:81563	chromosome 1 open reading frame 21
GeneID:553115	penta-EF-hand domain containing 1
GeneID:90780	pygopus family PHD finger 2
GeneID:6045	ring finger protein 2
GeneID:6301	seryl-tRNA synthetase 1
GeneID:79005	sodium channel modifier 1
GeneID:27293	sphingomyelin phosphodiesterase acid like 3B
GeneID:192669	argonaute RISC catalytic component 3
GeneID:6814	syntaxin binding protein 3
GeneID:10654	phosphomevalonate kinase
GeneID:55966	adherens junctions associated protein 1
GeneID:192670	argonaute RISC component 4
GeneID:127391	transmembrane and coiled-coil domains 2
GeneID:4000	lamin A/C
GeneID:1953	multiple EGF like domains 6
GeneID:148641	solute carrier family 35 member F3
GeneID:29089	ubiquitin conjugating enzyme E2 T
GeneID:2210	Fc fragment of IgG receptor Ib
GeneID:374946	dorsal inhibitory axon guidance protein
GeneID:1187	chloride voltage-gated channel Ka
GeneID:4259	microsomal glutathione S-transferase 3
GeneID:6051	arginyl aminopeptidase
GeneID:5284	polymeric immunoglobulin receptor
GeneID:9636	ISG15 ubiquitin like modifier
GeneID:127396	zinc finger protein 684
GeneID:4774	nuclear factor I A
GeneID:55974	solute carrier family 50 member 1
GeneID:23207	pleckstrin homology and RUN domain containing M2
GeneID:23463	isoprenylcysteine carboxyl methyltransferase
GeneID:26279	phospholipase A2 group IID
GeneID:4009	LIM homeobox transcription factor 1 alpha
GeneID:9129	pre-mRNA processing factor 3
GeneID:9641	inhibitor of nuclear factor kappa B kinase subunit epsilon
GeneID:29097	cornichon family AMPA receptor auxiliary protein 4
GeneID:2730	glutamate-cysteine ligase modifier subunit
GeneID:9898	ubiquitin associated protein 2 like
GeneID:2475	mechanistic target of rapamycin kinase
GeneID:9132	potassium voltage-gated channel subfamily Q member 4
GeneID:5549	proline and arginine rich end leucine rich repeat protein
GeneID:10158	PDZK1 interacting protein 1
GeneID:51118	UTP11 small subunit processome component
GeneID:9903	kelch like family member 21
GeneID:64175	prolyl 3-hydroxylase 1
GeneID:199857	ALG14 UDP-N-acetylglucosaminyltransferase subunit
GeneID:9651	phospholipase C eta 2
GeneID:23219	F-box protein 28
GeneID:54707	GPN-loop GTPase 2
GeneID:256435	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
GeneID:149428	BCL2 interacting protein like
GeneID:89780	Wnt family member 3A
GeneID:9653	heparan sulfate 2-O-sulfotransferase 1
GeneID:387509	G protein-coupled receptor 153
GeneID:1718	24-dehydrocholesterol reductase
GeneID:25782	RAB3 GTPase activating non-catalytic protein subunit 2
GeneID:92342	methyltransferase like 18
GeneID:127670	transmembrane epididymal protein 1
GeneID:183	angiotensinogen
GeneID:9911	transmembrane and coiled-coil domain family 2
GeneID:51127	tripartite motif containing 17
GeneID:55735	DnaJ heat shock protein family (Hsp40) member C11
GeneID:55224	ethanolamine kinase 2
GeneID:374969	small vasohibin binding protein
GeneID:79802	HHIP like 2
GeneID:92346	chromosome 1 open reading frame 105
GeneID:5051	platelet activating factor acetylhydrolase 2
GeneID:5563	protein kinase AMP-activated catalytic subunit alpha 2
GeneID:9917	FAM20B glycosaminoglycan xylosylkinase
GeneID:374973	testis expressed 38
GeneID:55229	pantothenate kinase 4 (inactive)
GeneID:6846	X-C motif chemokine ligand 2
GeneID:54206	ERBB receptor feedback inhibitor 1
GeneID:3775	potassium two pore domain channel subfamily K member 1
GeneID:5567	protein kinase cAMP-activated catalytic subunit beta
GeneID:6847	synaptonemal complex protein 1
GeneID:49856	WD repeat containing, antisense to TP73
GeneID:64960	mitochondrial ribosomal protein S15
GeneID:5825	ATP binding cassette subfamily D member 3
GeneID:27329	angiopoietin like 3
GeneID:374977	maestro heat like repeat family member 7
GeneID:962	CD48 molecule
GeneID:10946	splicing factor 3a subunit 3
GeneID:963	CD53 molecule
GeneID:6339	sodium channel epithelial 1 delta subunit
GeneID:7107	G protein-coupled receptor 137B
GeneID:9411	Rho GTPase activating protein 29
GeneID:9923	zinc finger and BTB domain containing 40
GeneID:80835	taste 1 receptor member 1
GeneID:57795	BMP/retinoic acid inducible neural specific 2
GeneID:9156	exonuclease 1
GeneID:9670	importin 13
GeneID:4807	nescient helix-loop-helix 1
GeneID:9927	mitofusin 2
GeneID:148423	chromosome 1 open reading frame 52
GeneID:284615	ankyrin repeat domain 34A
GeneID:712	complement C1q A chain
GeneID:9672	syndecan 3
GeneID:84938	autophagy related 4C cysteine peptidase
GeneID:204	adenylate kinase 2
GeneID:205	adenylate kinase 4
GeneID:6097	RAR related orphan receptor C
GeneID:128209	Kruppel like factor 17
GeneID:722	complement component 4 binding protein alpha
GeneID:5586	protein kinase N2
GeneID:10450	peptidylprolyl isomerase E
GeneID:10962	MLLT11 transcription factor 7 cofactor
GeneID:51154	MRT4 homolog, ribosome maturation factor
GeneID:467	activating transcription factor 3
GeneID:8659	aldehyde dehydrogenase 4 family member A1
GeneID:3284	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
GeneID:10964	interferon induced protein 44 like
GeneID:2005	ETS transcription factor ELK4
GeneID:2773	G protein subunit alpha i3
GeneID:59349	kelch like family member 12
GeneID:80342	TRAF3 interacting protein 3
GeneID:84950	pre-mRNA processing factor 38A
GeneID:353238	peptidyl arginine deiminase 6
GeneID:10456	HCLS1 associated protein X-1
